"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
95795,545000,2,2,0.55,820710,"Saint Thomas","Virgin Islands",1250,436,990909.09,"suburban"
94933,570000,2,2,0.55,654841,"Saint Thomas","Virgin Islands",1379,413.34,1036363.64,"suburban"
94933,875000,4,5,0.96,NA,"Saint Thomas","Virgin Islands",2000,437.5,911458.33,"suburban"
79277,2e+05,3,2,0.23,1313457,"Christiansted","Virgin Islands",1150,173.91,869565.22,"urban"
17348,625000,4,3,0.5,199751,"Christiansted","Virgin Islands",2759,226.53,1250000,"suburban"
17348,759000,6,4,1.01,1088904,"Christiansted","Virgin Islands",4800,158.12,751485.15,"rural"
79277,320000,3,2,0.25,481249,"Christiansted","Virgin Islands",1100,290.91,1280000,"urban"
9501,877000,4,4,0.48,1119220,"Christiansted","Virgin Islands",4338,202.17,1827083.33,"suburban"
79277,965000,3,3,0.42,1486816,"Christiansted","Virgin Islands",1600,603.12,2297619.05,"suburban"
58098,125000,1,1,0.55,1135898,"Christiansted","Virgin Islands",695,179.86,227272.73,"suburban"
79277,390000,3,2,0.5,415364,"Christiansted","Virgin Islands",1300,300,780000,"suburban"
17348,217000,1,1,0.55,222488,"Christiansted","Virgin Islands",1100,197.27,394545.45,"suburban"
17348,375000,3,2,0.55,35752,"Christiansted","Virgin Islands",1515,247.52,681818.18,"suburban"
12390,549000,3,3,0.61,1815451,"Christiansted","Virgin Islands",1606,341.84,9e+05,"suburban"
90165,999999,5,4,0.43,447385,"Christiansted","Virgin Islands",3190,313.48,2325579.07,"suburban"
58098,599000,5,4,0.55,34503,"Christiansted","Virgin Islands",3200,187.19,1089090.91,"suburban"
5039,610000,1,1,0.53,1336083,"Christiansted","Virgin Islands",1200,508.33,1150943.4,"suburban"
22968,397000,2,2,0.55,952838,"Christiansted","Virgin Islands",1250,317.6,721818.18,"suburban"
22968,415000,2,2,0.55,1214295,"Christiansted","Virgin Islands",1400,296.43,754545.45,"suburban"
22968,399000,2,2,0.55,67590,"Christiansted","Virgin Islands",1250,319.2,725454.55,"suburban"
34543,249000,1,1,0.55,962531,"Christiansted","Virgin Islands",770,323.38,452727.27,"suburban"
17348,419000,2,2,0.55,937159,"Christiansted","Virgin Islands",1250,335.2,761818.18,"suburban"
79277,395000,2,2,0.55,2001164,"Christiansted","Virgin Islands",860,459.3,718181.82,"suburban"
22968,810000,3,2,0.55,1344085,"Christiansted","Virgin Islands",1897,426.99,1472727.27,"suburban"
5039,325000,3,2,0.7,1010879,"Frederiksted","Virgin Islands",2000,162.5,464285.71,"suburban"
103341,225000,4,1,0.12,1080201,"Kingshill","Virgin Islands",1800,125,1875000,"urban"
34543,375000,2,2,0.55,765040,"Kingshill","Virgin Islands",1500,250,681818.18,"suburban"
12390,999999,3,3,0.67,1548213,"Frederiksted","Virgin Islands",4500,222.22,1492535.82,"suburban"
94933,225000,1,1,0.55,1914331,"Saint Thomas","Virgin Islands",900,250,409090.91,"suburban"
104185,1e+06,5,5,0.25,823199,"Saint Thomas","Virgin Islands",10695,93.5,4e+06,"urban"
48576,825000,6,5,0.88,1760914,"Saint Thomas","Virgin Islands",4400,187.5,937500,"suburban"
79482,275000,2,2,0.55,1920710,"Saint Thomas","Virgin Islands",1661,165.56,5e+05,"suburban"
48576,249900,1,1,0.55,763222,"Saint Thomas","Virgin Islands",760,328.82,454363.64,"suburban"
48576,949000,4,4,0.89,1868704,"Saint Thomas","Virgin Islands",3000,316.33,1066292.13,"suburban"
12390,149000,1,1,0.55,48493,"Christiansted","Virgin Islands",1200,124.17,270909.09,"suburban"
34543,399000,3,3,0.55,599708,"Christiansted","Virgin Islands",2290,174.24,725454.55,"suburban"
103341,167000,3,1,0.12,1245247,"Kingshill","Virgin Islands",1200,139.17,1391666.67,"urban"
34543,199000,2,2,0.55,1696,"Christiansted","Virgin Islands",800,248.75,361818.18,"suburban"
22968,949000,3,3,0.87,1499221,"Christiansted","Virgin Islands",7550,125.7,1090804.6,"suburban"
79277,325000,2,1,0.55,1142421,"Christiansted","Virgin Islands",1247,260.63,590909.09,"suburban"
34543,234000,3,3,0.55,1005586,"Christiansted","Virgin Islands",1542,151.75,425454.55,"suburban"
12390,699999,3,3,1.01,1354097,"Christiansted","Virgin Islands",2700,259.26,693068.32,"rural"
103341,189000,2,2,0.55,259384,"Christiansted","Virgin Islands",1200,157.5,343636.36,"suburban"
73040,1100000,5,5,0.79,1758625,"Christiansted","Virgin Islands",4000,275,1392405.06,"suburban"
90165,599000,3,3,0.55,1898676,"Kingshill","Virgin Islands",1776,337.27,1089090.91,"suburban"
79277,450000,6,2,0.35,512265,"Christiansted","Virgin Islands",2436,184.73,1285714.29,"suburban"
90165,194500,2,2,0.55,638600,"Christiansted","Virgin Islands",1200,162.08,353636.36,"suburban"
22968,180000,2,2,0.55,655727,"Christiansted","Virgin Islands",1118,161,327272.73,"suburban"
17348,1100000,3,2,3,13222,"Christiansted","Virgin Islands",4381,251.08,366666.67,"rural"
17348,410000,3,3,0.59,1629427,"Christiansted","Virgin Islands",4611,88.92,694915.25,"suburban"
22968,239000,3,3,0.55,1008530,"Christiansted","Virgin Islands",1542,154.99,434545.45,"suburban"
17348,525000,2,2,1,1450504,"Kingshill","Virgin Islands",1530,343.14,525000,"suburban"
17348,879000,4,3,0.08,427111,"Christiansted","Virgin Islands",3200,274.69,10987500,"urban"
103341,320000,2,2,0.55,275621,"Kingshill","Virgin Islands",1250,256,581818.18,"suburban"
22968,449000,2,2,1.15,1448966,"Christiansted","Virgin Islands",1900,236.32,390434.78,"rural"
17348,308000,3,3,0.55,999700,"Christiansted","Virgin Islands",1600,192.5,560000,"suburban"
48574,148000,4,5,0.5,1855920,"Humacao","Puerto Rico",2500,59.2,296000,"suburban"
15085,128000,3,2,0.12,1842158,"Humacao","Puerto Rico",1270,100.79,1066666.67,"urban"
15137,350000,4,2,0.12,1855446,"Humacao","Puerto Rico",2300,152.17,2916666.67,"urban"
15137,350000,2,2,0.12,1906148,"Humacao","Puerto Rico",1558,224.65,2916666.67,"urban"
64071,455000,3,3,0.12,1855992,"Humacao","Puerto Rico",1400,325,3791666.67,"urban"
60192,320800,2,2,0.1,1313099,"Humacao","Puerto Rico",1394,230.13,3208000,"urban"
60192,249000,1,1,0.1,6545,"Humacao","Puerto Rico",900,276.67,2490000,"urban"
17024,450000,3,3,0.12,34371,"Humacao","Puerto Rico",1850,243.24,3750000,"urban"
15137,750000,2,3,0.12,1315926,"Humacao","Puerto Rico",1740,431.03,6250000,"urban"
60192,305000,1,1,0.1,1761114,"Humacao","Puerto Rico",880,346.59,3050000,"urban"
64071,575000,3,3,0.12,1855993,"Humacao","Puerto Rico",1400,410.71,4791666.67,"urban"
48576,565000,3,2,0.47,17832,"Saint John","Virgin Islands",2000,282.5,1202127.66,"suburban"
20737,975000,2,3,0.3,1670675,"Saint John","Virgin Islands",2258,431.8,3250000,"suburban"
540,675000,1,1,0.24,1670674,"Saint John","Virgin Islands",1300,519.23,2812500,"urban"
540,385000,1,1,0.29,599698,"Saint John","Virgin Islands",580,663.79,1327586.21,"suburban"
103341,135000,5,4,0.3,221127,"Frederiksted","Virgin Islands",2000,67.5,450000,"suburban"
5039,289000,8,3,0.25,1511802,"Frederiksted","Virgin Islands",3300,87.58,1156000,"urban"
26749,499000,4,2,1.25,453284,"Frederiksted","Virgin Islands",49658,10.05,399200,"rural"
90165,159900,1,2,0.55,699208,"Frederiksted","Virgin Islands",1100,145.36,290727.27,"suburban"
17348,260000,3,1,0.25,244499,"Frederiksted","Virgin Islands",860,302.33,1040000,"urban"
90165,174900,1,2,0.55,824113,"Frederiksted","Virgin Islands",1100,159,318000,"suburban"
79277,160000,1,2,0.55,865124,"Frederiksted","Virgin Islands",886,180.59,290909.09,"suburban"
26765,375000,2,1,0.12,1757634,"San Juan","Puerto Rico",1561,240.23,3125000,"urban"
62413,144000,3,2,337,NA,"San Juan","Puerto Rico",1135,126.87,427.3,"rural"
46559,995000,3,3,0.04,1396294,"San Juan","Puerto Rico",2169,458.74,24875000,"urban"
2050,685000,2,2,0.12,1156355,"San Juan","Puerto Rico",1225,559.18,5708333.33,"urban"
8373,995000,3,2,0.04,816259,"San Juan","Puerto Rico",1904,522.58,24875000,"urban"
2050,1100000,3,3,1954,18665,"San Juan","Puerto Rico",1954,562.95,562.95,"rural"
28154,525000,2,1,0.01,1369293,"Old San Juan","Puerto Rico",879,597.27,52500000,"urban"
16919,895000,2,2,0.03,943549,"San Juan","Puerto Rico",1560,573.72,29833333.33,"urban"
105542,460000,2,1,0.05,123019,"San Juan","Puerto Rico",952,483.19,9200000,"urban"
105542,480000,2,1,0.12,205516,"San Juan","Puerto Rico",952,504.2,4e+06,"urban"
3719,750000,2,2,0.12,818027,"San Juan","Puerto Rico",1201,624.48,6250000,"urban"
3719,310000,3,2,0.12,359379,"San Juan","Puerto Rico",1053,294.4,2583333.33,"urban"
41020,480000,3,2,0.5,1526147,"San Juan","Puerto Rico",1100,436.36,960000,"suburban"
3719,590000,3,2,0.12,1394764,"San Juan","Puerto Rico",1309,450.73,4916666.67,"urban"
29833,639000,3,2,0.02,1527009,"San Juan","Puerto Rico",1105,578.28,31950000,"urban"
48919,349900,2,1,0.12,1757635,"San Juan","Puerto Rico",725,482.62,2915833.33,"urban"
2050,759000,2,2,0.12,1446821,"San Juan","Puerto Rico",1325,572.83,6325000,"urban"
33447,775000,2,2,0.12,1448169,"San Juan","Puerto Rico",1325,584.91,6458333.33,"urban"
21485,719000,2,2,0.12,377656,"San Juan","Puerto Rico",1172,613.48,5991666.67,"urban"
16919,495000,2,1,0.01,63797,"San Juan","Puerto Rico",720,687.5,49500000,"urban"
41020,450000,4,4,0.08,371088,"San Juan","Puerto Rico",2200,204.55,5625000,"urban"
77434,3e+05,1,1,0.12,1855448,"San Juan","Puerto Rico",600,500,2500000,"urban"
7832,350000,1,1,0.02,1556232,"San Juan","Puerto Rico",718,487.47,17500000,"urban"
55240,975000,2,2,0.12,57173,"San Juan","Puerto Rico",1360,716.91,8125000,"urban"
3719,110000,1,1,0.12,420238,"San Juan","Puerto Rico",611,180.03,916666.67,"urban"
21485,749000,3,3,2.29,1076038,"San Juan","Puerto Rico",3579,209.28,327074.24,"rural"
6378,5e+05,3,2,0.02,130046,"San Juan","Puerto Rico",1823,274.27,2.5e+07,"urban"
8586,192000,1,1,0.12,913399,"Isla Verde","Puerto Rico",700,274.29,1600000,"urban"
64071,995000,5,3,0.4,685936,"San Juan","Puerto Rico",2558,388.98,2487500,"suburban"
8586,255000,1,1,0.12,332578,"San Juan","Puerto Rico",636,400.94,2125000,"urban"
32511,1100000,5,6,0.1,682365,"San Juan","Puerto Rico",5687,193.42,1.1e+07,"urban"
48919,995000,3,3,0.12,481360,"San Juan","Puerto Rico",1750,568.57,8291666.67,"urban"
29940,149000,3,1,0.09,652194,"Bayamon","Puerto Rico",1000,149,1655555.56,"urban"
85121,105000,3,1,0.04,1076060,"San Juan","Puerto Rico",720,145.83,2625000,"urban"
59533,66000,1,2,0.13,892757,"San Juan","Puerto Rico",650,101.54,507692.31,"urban"
60027,70000,1,1,0.12,987434,"San Juan","Puerto Rico",503,139.17,583333.33,"urban"
72216,190000,3,2,0.12,807525,"San Juan","Puerto Rico",1338,142,1583333.33,"urban"
7922,215000,1,1,0.57,860847,"San Juan","Puerto Rico",900,238.89,377192.98,"suburban"
67492,194900,4,2,1700,1106488,"Hato Rey","Puerto Rico",1700,114.65,114.65,"rural"
37321,1050000,8,10,0.1,310902,"San Juan","Puerto Rico",8000,131.25,10500000,"urban"
72454,435000,3,3,0.42,124826,"San Juan","Puerto Rico",1800,241.67,1035714.29,"suburban"
46788,270000,1,1,0.12,1842017,"San Juan","Puerto Rico",538,501.86,2250000,"urban"
79649,350000,3,2,0.65,1529748,"San Juan","Puerto Rico",1232,284.09,538461.54,"suburban"
48572,285000,1,1,0.12,49126,"San Juan","Puerto Rico",648,439.81,2375000,"urban"
72454,410000,2,2,0.11,154065,"San Juan","Puerto Rico",973,421.38,3727272.73,"urban"
72454,365000,1,1,0.11,154064,"San Juan","Puerto Rico",639,571.21,3318181.82,"urban"
28154,695000,2,2,0.1,288426,"Condado","Puerto Rico",1152,603.3,6950000,"urban"
26765,585000,3,2,0.12,914393,"San Juan","Puerto Rico",1477,396.07,4875000,"urban"
72216,570000,3,2,0.12,1308839,"San Juan","Puerto Rico",1120,508.93,4750000,"urban"
16919,785000,2,2,0.12,1446822,"San Juan","Puerto Rico",1325,592.45,6541666.67,"urban"
21485,665000,1,1,0.01,63798,"San Juan","Puerto Rico",721,922.33,66500000,"urban"
21485,495000,1,1,0.6,377657,"San Juan","Puerto Rico",758,653.03,825000,"suburban"
102029,999000,4,2,0.5,1212307,"Saint John","Virgin Islands",6300,158.57,1998000,"suburban"
25348,999000,7,5,0.25,917933,"Saint John","Virgin Islands",3186,313.56,3996000,"urban"
84126,285000,3,3,0.12,10096,"San Juan","Puerto Rico",1840,154.89,2375000,"urban"
16842,100100,3,2,0.03,1076127,"Rio Piedras","Puerto Rico",1164,86,3336666.67,"urban"
101,118000,3,1,0.06,1683660,"San Juan","Puerto Rico",1260,93.65,1966666.67,"urban"
6378,178000,3,2,0.12,9388,"San Juan","Puerto Rico",718,247.91,1483333.33,"urban"
8677,110000,3,1,0.12,NA,"San Juan","Puerto Rico",946,116.28,916666.67,"urban"
8677,120000,4,2,0.12,NA,"San Juan","Puerto Rico",1200,100,1e+06,"urban"
46423,87000,2,2,0.04,1250839,"San Juan","Puerto Rico",1504,57.85,2175000,"urban"
29911,137000,3,2,0.02,1280195,"San Juan","Puerto Rico",1252,109.42,6850000,"urban"
29911,93000,3,1,0.02,1960680,"San Juan","Puerto Rico",181,513.81,4650000,"urban"
52707,650000,4,4,0.21,385221,"San Juan","Puerto Rico",2510,258.96,3095238.1,"urban"
103954,137000,3,2,0.01,1592927,"San Juan","Puerto Rico",1700,80.59,13700000,"urban"
29911,108000,3,2,0.02,1319999,"San Juan","Puerto Rico",510,211.76,5400000,"urban"
48572,147000,2,1,0.12,1713122,"San Juan","Puerto Rico",933,157.56,1225000,"urban"
3464,270000,10,6,0.07,435970,"San Juan","Puerto Rico",4279,63.1,3857142.86,"urban"
30334,183000,7,4,0.08,1868301,"San Juan","Puerto Rico",3638,50.3,2287500,"urban"
75124,195000,3,2,0.12,1143161,"San Juan","Puerto Rico",2518,77.44,1625000,"urban"
85121,174900,4,4,0.29,1902804,"San Juan","Puerto Rico",1500,116.6,603103.45,"suburban"
67492,225000,3,2,0.12,10813,"San Juan","Puerto Rico",2519,89.32,1875000,"urban"
102922,159900,3,2,0.12,1862044,"San Juan","Puerto Rico",1200,133.25,1332500,"urban"
26765,689000,3,3,0.12,10084,"San Juan","Puerto Rico",2557,269.46,5741666.67,"urban"
70306,650000,4,3,0.12,NA,"San Juan","Puerto Rico",2495,260.52,5416666.67,"urban"
26765,889000,5,4,0.12,270241,"San Juan","Puerto Rico",3400,261.47,7408333.33,"urban"
59533,142000,6,4,0.09,1837661,"San Juan","Puerto Rico",2550,55.69,1577777.78,"urban"
39523,7e+05,4,3,0.29,783851,"Rio Piedras","Puerto Rico",2206,317.32,2413793.1,"suburban"
18211,73400,3,1,0.12,1988454,"Toa Baja","Puerto Rico",950,77.26,611666.67,"urban"
19383,79000,2,1,0.08,1962621,"Toa Baja","Puerto Rico",499,158.32,987500,"urban"
85121,220000,4,3,0.08,1841702,"Toa Baja","Puerto Rico",1576,139.59,2750000,"urban"
102719,165000,4,2,0.12,1941867,"Toa Baja","Puerto Rico",1300,126.92,1375000,"urban"
8677,150000,4,3,0.12,NA,"Toa Baja","Puerto Rico",1300,115.38,1250000,"urban"
92147,126500,3,2,0.39,827946,"Toa Alta","Puerto Rico",1577,80.22,324358.97,"suburban"
82827,125000,4,4,0.08,NA,"Toa Alta","Puerto Rico",2068,60.44,1562500,"urban"
18211,75000,2,1,0.12,1296737,"Toa Alta","Puerto Rico",645,116.28,625000,"urban"
18211,181000,4,3,0.12,1867422,"Toa Alta","Puerto Rico",1720,105.23,1508333.33,"urban"
103848,399000,3,3,0.12,914212,"Toa Alta","Puerto Rico",1519,262.67,3325000,"urban"
78468,269000,4,3,0.12,1628451,"Toa Alta","Puerto Rico",1701,158.14,2241666.67,"urban"
60830,50000,4,2,0.42,1946165,"Bayamon","Puerto Rico",1500,33.33,119047.62,"suburban"
96766,94000,3,3,0.05,1940273,"Bayamon","Puerto Rico",1300,72.31,1880000,"urban"
48586,250000,3,3,0.13,1985073,"Bayamon","Puerto Rico",1440,173.61,1923076.92,"urban"
29940,450000,5,5,0.56,1855522,"Bayamon","Puerto Rico",3519,127.88,803571.43,"suburban"
75895,116000,4,2,0.07,1881189,"Bayamon","Puerto Rico",1216,95.39,1657142.86,"urban"
40689,188000,3,2,0.35,1856985,"Bayamon","Puerto Rico",1214,154.86,537142.86,"suburban"
76109,268000,4,3,0.07,560255,"San Juan","Puerto Rico",1800,148.89,3828571.43,"urban"
41541,163000,3,2,0.05,1710514,"Bayamon","Puerto Rico",1178,138.37,3260000,"urban"
61594,165000,6,4,0.4,1382551,"Bayamon","Puerto Rico",2562,64.4,412500,"suburban"
62413,94000,3,2,300,NA,"Bayamon","Puerto Rico",900,104.44,313.33,"rural"
75895,74000,3,2,0.07,1837254,"Bayamon","Puerto Rico",776,95.36,1057142.86,"urban"
78468,375000,4,3,0.12,1854794,"Bayamon","Puerto Rico",2000,187.5,3125000,"urban"
18211,36000,3,1,0.12,1844905,"Bayamon","Puerto Rico",835,43.11,3e+05,"urban"
1644,160000,4,2,0.01,1670096,"Bayamon","Puerto Rico",1680,95.24,1.6e+07,"urban"
60139,148000,3,2,1.64,1900798,"Bayamon","Puerto Rico",1143,129.48,90243.9,"rural"
18211,86600,4,2,0.12,694666,"Bayamon","Puerto Rico",1100,78.73,721666.67,"urban"
18211,95000,3,3,0.06,2001240,"Bayamon","Puerto Rico",752,126.33,1583333.33,"urban"
18211,113000,3,1,0.12,1901857,"Bayamon","Puerto Rico",900,125.56,941666.67,"urban"
3464,135000,3,1,0.01,1312036,"Bayamon","Puerto Rico",700,192.86,13500000,"urban"
18211,185500,4,2,0.12,1954246,"Bayamon","Puerto Rico",1700,109.12,1545833.33,"urban"
18211,124000,4,2,0.12,384646,"Bayamon","Puerto Rico",1100,112.73,1033333.33,"urban"
8586,128000,1,1,0.12,1174219,"San Juan","Puerto Rico",660,193.94,1066666.67,"urban"
15080,70000,3,1,0.12,1071246,"San Juan","Puerto Rico",914,76.59,583333.33,"urban"
18211,62000,3,1,0.12,1880344,"Bayamon","Puerto Rico",794,78.09,516666.67,"urban"
18211,95000,3,3,0.12,956507,"Bayamon","Puerto Rico",752,126.33,791666.67,"urban"
18211,160000,3,1,0.12,1978676,"Bayamon","Puerto Rico",1000,160,1333333.33,"urban"
3464,135000,3,1,0.01,270771,"Bayamon","Puerto Rico",782,172.63,13500000,"urban"
8373,170000,3,3,0.11,1987553,"San Juan","Puerto Rico",1500,113.33,1545454.55,"urban"
77434,925000,4,5,0.26,1941870,"San Juan","Puerto Rico",3459,267.42,3557692.31,"suburban"
64071,265000,3,3,0.12,1842059,"San Juan","Puerto Rico",1550,170.97,2208333.33,"urban"
60134,895000,5,3,0.21,1011054,"San Juan","Puerto Rico",3672,243.74,4261904.76,"urban"
51673,875000,4,3,0.11,1649223,"San Juan","Puerto Rico",2882,303.61,7954545.45,"urban"
37826,575000,4,3,0.6,715928,"San Juan","Puerto Rico",4600,125,958333.33,"suburban"
60027,65000,2,1,0.12,609474,"San Juan","Puerto Rico",500,130,541666.67,"urban"
60027,87000,4,2,0.12,274249,"San Juan","Puerto Rico",1114,78.1,725000,"urban"
64071,1125000,4,5,0.25,868719,"San Juan","Puerto Rico",3212,350.25,4500000,"urban"
18211,62000,2,1,0.12,1952900,"Rio Piedras","Puerto Rico",798,77.69,516666.67,"urban"
64071,975000,4,4,0.12,1732432,"San Juan","Puerto Rico",3700,263.51,8125000,"urban"
101,750000,4,4,0.23,731654,"San Juan","Puerto Rico",6200,120.97,3260869.57,"urban"
75895,83000,4,2,0.01,1896058,"San Juan","Puerto Rico",1582,52.47,8300000,"urban"
62413,350000,4,2,1261,472634,"San Juan","Puerto Rico",2820,124.11,277.56,"rural"
59533,234000,4,3,0.12,1957858,"San Juan","Puerto Rico",2200,106.36,1950000,"urban"
88715,585000,4,4,1e+05,1930360,"San Juan","Puerto Rico",3300,177.27,5.85,"rural"
75895,169900,4,3,1,1967833,"Bayamon","Puerto Rico",2765,61.45,169900,"suburban"
85121,89000,4,3,0.07,329184,"Guaynabo","Puerto Rico",1072,83.02,1271428.57,"urban"
2042,685000,5,4,0.5,1855391,"Guaynabo","Puerto Rico",2790,245.52,1370000,"suburban"
59816,925000,4,3,0.25,12227,"Guaynabo","Puerto Rico",4800,192.71,3700000,"urban"
52707,325000,4,3,0.15,1312497,"Guaynabo","Puerto Rico",2805,115.86,2166666.67,"urban"
62413,1e+05,2,2,338,1923913,"Guaynabo","Puerto Rico",1100,90.91,295.86,"rural"
8677,235000,6,4,0.12,NA,"Guaynabo","Puerto Rico",3000,78.33,1958333.33,"urban"
77434,695000,6,4,0.02,1885055,"Guaynabo","Puerto Rico",3240,214.51,34750000,"urban"
33447,850000,4,6,0.14,1324677,"Guaynabo","Puerto Rico",3400,250,6071428.57,"urban"
85121,69000,4,2,0.05,1448184,"Guaynabo","Puerto Rico",1095,63.01,1380000,"urban"
88715,190000,3,2,0.12,1842169,"Guaynabo","Puerto Rico",1401,135.62,1583333.33,"urban"
108464,425000,6,4,0.1,480852,"Guaynabo","Puerto Rico",4500,94.44,4250000,"urban"
5530,3e+05,6,5,0.12,NA,"Guaynabo","Puerto Rico",2791,107.49,2500000,"urban"
55751,240000,6,4,0.15,1985070,"Guaynabo","Puerto Rico",3050,78.69,1600000,"urban"
8586,295000,3,4,0.12,1712322,"Guaynabo","Puerto Rico",2157,136.76,2458333.33,"urban"
46469,280000,3,2,0.03,1667520,"Guaynabo","Puerto Rico",1553,180.3,9333333.33,"urban"
55921,295000,3,4,0.04,1228971,"Guaynabo","Puerto Rico",1882,156.75,7375000,"urban"
16919,895000,5,4,0.1,1897248,"Guaynabo","Puerto Rico",4775,187.43,8950000,"urban"
37826,385000,3,3,0.76,595041,"Guaynabo","Puerto Rico",1778,216.54,506578.95,"suburban"
105542,569000,4,4,0.04,1712563,"Guaynabo","Puerto Rico",3000,189.67,14225000,"urban"
88444,329500,4,3,0.08,1927729,"Guaynabo","Puerto Rico",2022,162.96,4118750,"urban"
41020,8e+05,3,3,0.13,297101,"Guaynabo","Puerto Rico",2200,363.64,6153846.15,"urban"
1381,987000,4,5,0.11,1563424,"Guaynabo","Puerto Rico",2900,340.34,8972727.27,"urban"
60430,749000,4,3,0.12,1880486,"Guaynabo","Puerto Rico",2269,330.1,6241666.67,"urban"
29911,190000,5,3,0.04,1856188,"Guaynabo","Puerto Rico",2120,89.62,4750000,"urban"
38910,650000,7,5,0.05,1884199,"Guaynabo","Puerto Rico",3673,176.97,1.3e+07,"urban"
85121,99900,3,2,0.12,1902818,"Trujillo Alto","Puerto Rico",1174,85.09,832500,"urban"
29911,89000,3,2,0.02,1320008,"Trujillo Alto","Puerto Rico",1006,88.47,4450000,"urban"
29911,55000,2,1,0.01,1862030,"Trujillo Alto","Puerto Rico",768,71.61,5500000,"urban"
77434,499999,5,5,0.12,1839781,"Trujillo Alto","Puerto Rico",2878,173.73,4166658.33,"urban"
85121,91000,3,2,0.12,1988566,"Trujillo Alto","Puerto Rico",998,91.18,758333.33,"urban"
75895,144000,3,2,0.15,298756,"Trujillo Alto","Puerto Rico",1364,105.57,960000,"urban"
12325,395000,4,4,0.05,1878450,"Trujillo Alto","Puerto Rico",2000,197.5,7900000,"urban"
29911,48000,5,2,0.02,1319994,"Carolina","Puerto Rico",5475,8.77,2400000,"urban"
60562,295000,1,1,68.54,NA,"Carolina","Puerto Rico",737,400.27,4304.06,"rural"
30334,330000,2,1,0.02,1126973,"Carolina","Puerto Rico",745,442.95,16500000,"urban"
26765,625000,2,3,0.12,1812953,"Carolina","Puerto Rico",1734,360.44,5208333.33,"urban"
103848,4e+05,2,2,0.12,1482710,"Carolina","Puerto Rico",1124,355.87,3333333.33,"urban"
